"","Gene","Quiescence_avg_log2FC","Quiescence_Up_percent","Quiescence_Down_percent","Quiescence_wilcox","Quiescence_wilcox.adj","Type","Rank"
"LEPREL4","LEPREL4",-0.0169041257138856,0.35,0.65,0.294252395629883,0.606240350300368,"None",5363
"DOCK7","DOCK7",-0.0169077731344547,0.4,0.6,0.674222946166992,0.860277427457722,"None",5362
"GTPBP10","GTPBP10",-0.0169083545939882,0.4,0.6,0.277355194091797,0.590607558770352,"None",5361
"UBE3D","UBE3D",-0.0169119735820717,0.45,0.55,0.113986968994141,0.39928194024097,"None",5360
"NRP1","NRP1",-0.0169133299082537,0.45,0.55,0.701181411743164,0.874292500470903,"None",5359
"SGK2","SGK2",-0.0169472797778151,0.55,0.45,0.348810195922852,0.65378751986714,"None",5358
"SLC39A13","SLC39A13",-0.0169661518207455,0.55,0.45,0.701181411743164,0.874292500470903,"None",5357
"IL22RA1","IL22RA1",-0.0169729890651622,0.45,0.55,0.621513366699219,0.830811756960405,"None",5356
"PPWD1","PPWD1",-0.0169772164454447,0.4,0.6,0.245487213134766,0.56020048347925,"None",5355
"PACS2","PACS2",-0.0169816878378949,0.4,0.6,0.311794281005859,0.621872603600709,"None",5354
"FUT8","FUT8",-0.0170009396981029,0.5,0.5,0.784126281738281,0.915166621275012,"None",5353
"HNRNPA0","HNRNPA0",-0.0170097327741304,0.35,0.65,0.840822219848633,0.940097152167958,"None",5352
"FABP6","FABP6",-0.0170275510182427,0.45,0.55,0.388376235961914,0.683430045671037,"None",5351
"FAAH2","FAAH2",-0.017032334910538,0.4,0.6,0.869487762451172,0.951829651947732,"None",5350
"MORC2","MORC2",-0.0170375157930308,0.45,0.55,0.329982757568359,0.636927997154762,"None",5349
"ZC3H3","ZC3H3",-0.0170592319583815,0.35,0.65,0.368276596069336,0.667507552945894,"None",5348
"EFHC1","EFHC1",-0.0170611217082386,0.45,0.55,0.621513366699219,0.830811756960405,"None",5347
"IK","IK",-0.0170621796452187,0.55,0.45,0.621513366699219,0.830811756960405,"None",5346
"PSME3","PSME3",-0.0170672918992768,0.4,0.6,0.132726669311523,0.429161299444952,"None",5345
"CBLN1","CBLN1",-0.017072036672391,0.3,0.3,0.0652572567829591,0.313295580452094,"None",5344
"SCN8A","SCN8A",-0.0170829163035796,0.45,0.55,0.840822219848633,0.940097152167958,"None",5343
"NOP9","NOP9",-0.0170868458918533,0.4,0.6,0.294252395629883,0.606240350300368,"None",5342
"FAM173A","FAM173A",-0.0170894727367169,0.55,0.45,0.985435485839844,0.998617323883499,"None",5341
"RNF214","RNF214",-0.0170904451337948,0.4,0.6,0.329982757568359,0.636927997154762,"None",5340
"RP11-629O1.2","RP11-629O1.2",-0.0170937120408733,0.35,0.65,0.388376235961914,0.683430045671037,"None",5339
"TATDN2","TATDN2",-0.017096388289844,0.4,0.6,0.202449798583984,0.517371707492404,"None",5338
"PPM1F","PPM1F",-0.0170998720604657,0.4,0.6,0.245487213134766,0.56020048347925,"None",5337
"SIAE","SIAE",-0.0171001175052414,0.5,0.5,0.545875549316406,0.789861361906085,"None",5336
"LGALS8","LGALS8",-0.0171064226997708,0.45,0.55,0.985435485839844,0.998617323883499,"None",5335
"CD99P1","CD99P1",-0.0171323246155982,0.35,0.65,0.113986968994141,0.39928194024097,"None",5334
"USP40","USP40",-0.0171356348080545,0.45,0.55,0.621513366699219,0.830811756960405,"None",5333
"ANKRD49","ANKRD49",-0.0171381679450678,0.45,0.55,0.956329345703125,0.988927292090168,"None",5332
"IRAK4","IRAK4",-0.0171435971117122,0.45,0.55,0.595819473266602,0.81598849116861,"None",5331
"PPARA","PPARA",-0.017144089305743,0.35,0.65,0.784126281738281,0.915166621275012,"None",5330
"RBM10","RBM10",-0.0171460617329585,0.35,0.65,0.927278518676758,0.977429263181876,"None",5329
"LTBP3","LTBP3",-0.0171461167888894,0.5,0.5,0.153646469116211,0.459568481904812,"None",5328
"SPINK5","SPINK5",-0.0171483916499612,0.45,0.55,0.595819473266602,0.81598849116861,"None",5327
"C2orf42","C2orf42",-0.0171684649491679,0.25,0.75,0.0399894714355469,0.245409072072882,"None",5326
"HGS","HGS",-0.0171703659182344,0.3,0.7,0.728506088256836,0.88909967574733,"None",5325
"PBRM1","PBRM1",-0.0171759249788809,0.4,0.6,0.784126281738281,0.915166621275012,"None",5324
"TOLLIP-AS1","TOLLIP-AS1",-0.0171996564586979,0.45,0.55,0.082550048828125,0.344618183292755,"None",5323
"CPA6","CPA6",-0.0172117065515475,0.1,0.25,0.352542137499713,0.660413177107244,"None",5322
"FBXO3","FBXO3",-0.0172118515931673,0.5,0.5,0.230512619018555,0.544563725937245,"None",5321
"C5orf63","C5orf63",-0.0172208207365412,0.4,0.6,0.756166458129883,0.902486518652746,"None",5320
"METTL2B","METTL2B",-0.0172310790091571,0.45,0.55,0.132726669311523,0.429161299444952,"None",5319
"CIC","CIC",-0.0172327988146344,0.45,0.55,0.388376235961914,0.683430045671037,"None",5318
"MTFP1","MTFP1",-0.0172344295230863,0.35,0.65,0.113986968994141,0.39928194024097,"None",5317
"INIP","INIP",-0.0172397827961604,0.4,0.6,0.570596694946289,0.803352696612221,"None",5316
"ARHGAP4","ARHGAP4",-0.0172450440066582,0.25,0.7,0.48128445659953,0.752599799247008,"None",5315
"ORC1","ORC1",-0.0172458711286224,0.3,0.7,0.00558090209960938,0.102653383064008,"None",5314
"HSF2","HSF2",-0.017246839069954,0.3,0.7,0.202449798583984,0.517371707492404,"None",5313
"FAM19A5","FAM19A5",-0.0172616749994899,0.15,0.1,0.589638551626567,0.81598849116861,"None",5312
"CUTC","CUTC",-0.017272531595739,0.45,0.55,0.132726669311523,0.429161299444952,"None",5311
"LONP2","LONP2",-0.0172766232837875,0.35,0.65,0.869487762451172,0.951829651947732,"None",5310
"TRHDE-AS1","TRHDE-AS1",-0.01728387494569,0,0.2,0.0975125381781096,0.370934928916389,"None",5309
"KANSL1","KANSL1",-0.0173052386569012,0.45,0.55,0.647655487060547,0.844540739666914,"None",5308
"CTD-3074O7.12","CTD-3074O7.12",-0.0173093855254888,0.35,0.65,0.0327682495117188,0.223906763422573,"None",5307
"CSNK1D","CSNK1D",-0.0173151457089026,0.45,0.55,0.869487762451172,0.951829651947732,"None",5306
"ABCD1","ABCD1",-0.0173217741933519,0.35,0.65,0.956329345703125,0.988927292090168,"None",5305
"PARD6A","PARD6A",-0.0173294067582139,0.35,0.65,0.058258056640625,0.293787996048943,"None",5304
"TBC1D7","TBC1D7",-0.0173372617049939,0.5,0.5,0.674222946166992,0.860277427457722,"None",5303
"TMPO-AS1","TMPO-AS1",-0.0173396098350334,0.35,0.65,0.153646469116211,0.459568481904812,"None",5302
"SMARCAL1","SMARCAL1",-0.0173397214677414,0.4,0.6,0.368276596069336,0.667507552945894,"None",5301
"ATP1A1","ATP1A1",-0.0173672704546827,0.5,0.5,0.621513366699219,0.830811756960405,"None",5300
"C14orf79","C14orf79",-0.0173788998992292,0.4,0.6,0.43043327331543,0.713345663315609,"None",5299
"RAB5B","RAB5B",-0.0173870996910115,0.35,0.65,0.294252395629883,0.606240350300368,"None",5298
"DCUN1D4","DCUN1D4",-0.0173892455213161,0.4,0.6,0.0484409332275391,0.269520528484677,"None",5297
"SYT11","SYT11",-0.0173954868302949,0.55,0.35,0.631819454378842,0.842428991756768,"None",5296
"AC009061.1","AC009061.1",-0.0174345174785474,0.4,0.6,0.277355194091797,0.590607558770352,"None",5295
"PCSK7","PCSK7",-0.017436316048662,0.55,0.45,0.840822219848633,0.940097152167958,"None",5294
"POLR1E","POLR1E",-0.0174425329157149,0.25,0.75,0.017181396484375,0.16646339989811,"None",5293
"RHOQ","RHOQ",-0.017456069642225,0.4,0.6,0.245487213134766,0.56020048347925,"None",5292
"AC079602.1","AC079602.1",-0.017480936382677,0.4,0.6,0.069580078125,0.320508164746865,"None",5291
"CD302","CD302",-0.0174846424869937,0.45,0.55,0.840822219848633,0.940097152167958,"None",5290
"FAM120A","FAM120A",-0.0175003638747727,0.55,0.45,0.956329345703125,0.988927292090168,"None",5289
"FBXL19","FBXL19",-0.0175020706983595,0.5,0.5,0.261098861694336,0.577830440082415,"None",5288
"ARHGEF34P","ARHGEF34P",-0.0175095640541702,0.65,0.35,0.927278518676758,0.977429263181876,"None",5287
"CDC16","CDC16",-0.0175120500608132,0.45,0.55,0.927278518676758,0.977429263181876,"None",5286
"LDHC","LDHC",-0.0175199321113407,0.4,0.45,0.0203643000443132,0.183961675846105,"None",5285
"ZYG11B","ZYG11B",-0.0175245342735259,0.3,0.7,0.570596694946289,0.803352696612221,"None",5284
"RP11-385F7.1","RP11-385F7.1",-0.0175261235814682,0.45,0.55,0.43043327331543,0.713345663315609,"None",5283
"USF1","USF1",-0.0175266330105202,0.5,0.5,0.927278518676758,0.977429263181876,"None",5282
"TJP2","TJP2",-0.0175587936660401,0.45,0.55,0.701181411743164,0.874292500470903,"None",5281
"FAM109B","FAM109B",-0.0175592523723265,0.5,0.5,0.701181411743164,0.874292500470903,"None",5280
"MATN3","MATN3",-0.0175718093312955,0.3,0.7,0.0758514404296875,0.333367598766574,"None",5279
"ACY1","ACY1",-0.0175751764316254,0.4,0.6,0.329982757568359,0.636927997154762,"None",5278
"CTC-471F3.4","CTC-471F3.4",-0.017578663029163,0.4,0.6,0.132726669311523,0.429161299444952,"None",5277
"TMEM17","TMEM17",-0.0175797848644883,0.4,0.6,0.164957046508789,0.473139271078972,"None",5276
"NFX1","NFX1",-0.0175820884170559,0.5,0.5,0.621513366699219,0.830811756960405,"None",5275
"ELMOD2","ELMOD2",-0.0175908893550378,0.5,0.5,0.701181411743164,0.874292500470903,"None",5274
"NUDT3","NUDT3",-0.0175962309893871,0.45,0.55,0.113986968994141,0.39928194024097,"None",5273
"USP46","USP46",-0.0176056091673603,0.5,0.5,0.409097671508789,0.698509234583128,"None",5272
"SNX21","SNX21",-0.0176220944238012,0.4,0.6,0.105398178100586,0.38467179372639,"None",5271
"C2orf68","C2orf68",-0.0176340821089514,0.4,0.6,0.927278518676758,0.977429263181876,"None",5270
"KBTBD6","KBTBD6",-0.0176404724222255,0.3,0.7,0.0120792388916016,0.141910202423233,"None",5269
"MAP2K4","MAP2K4",-0.0176421270399276,0.4,0.6,0.869487762451172,0.951829651947732,"None",5268
"CAPS","CAPS",-0.017651924407514,0.4,0.6,0.985435485839844,0.998617323883499,"None",5267
"TRANK1","TRANK1",-0.0176578021813429,0.4,0.6,0.474905014038086,0.743838492376673,"None",5266
"KPNA6","KPNA6",-0.0176792112843408,0.5,0.5,0.674222946166992,0.860277427457722,"None",5265
"RNF138","RNF138",-0.0176889973527135,0.4,0.6,0.43043327331543,0.713345663315609,"None",5264
"GGNBP2","GGNBP2",-0.0177102610241329,0.4,0.6,0.674222946166992,0.860277427457722,"None",5263
"CTC-260E6.6","CTC-260E6.6",-0.0177237019732967,0.3,0.35,0.624700399444191,0.833825169833482,"None",5262
"PTPRJ","PTPRJ",-0.0177243795955291,0.3,0.7,0.176853179931641,0.489458057730314,"None",5261
"MCOLN3","MCOLN3",-0.0177430548984674,0.25,0.55,0.0161964779289032,0.16646339989811,"None",5260
"U2AF1L4","U2AF1L4",-0.0177527070348293,0.35,0.65,0.840822219848633,0.940097152167958,"None",5259
"LA16c-380H5.5","LA16c-380H5.5",-0.0177761730924213,0.4,0.55,0.153119966086662,0.459568481904812,"None",5258
"FAM65A","FAM65A",-0.0177858890153755,0.4,0.6,0.595819473266602,0.81598849116861,"None",5257
"DPCR1","DPCR1",-0.0177871367173297,0.7,0.3,0.113986968994141,0.39928194024097,"None",5256
"RP11-384L8.1","RP11-384L8.1",-0.0177916088418297,0.45,0.55,0.840822219848633,0.940097152167958,"None",5255
"RBP1","RBP1",-0.017793138626945,0.6,0.35,0.103142005492008,0.38467179372639,"None",5254
"KIAA1715","KIAA1715",-0.0178197505490074,0.45,0.55,0.812355041503906,0.92705265970433,"None",5253
"HSD17B4","HSD17B4",-0.0178215481504303,0.5,0.5,0.595819473266602,0.81598849116861,"None",5252
"THOC5","THOC5",-0.0178286849811672,0.4,0.6,0.329982757568359,0.636927997154762,"None",5251
"FKBP10","FKBP10",-0.0178336725289474,0.45,0.5,0.409391616351792,0.698509234583128,"None",5250
"GSKIP","GSKIP",-0.0178400005886084,0.4,0.6,0.756166458129883,0.902486518652746,"None",5249
"FAM215B","FAM215B",-0.0178490324277481,0.3,0.7,0.311794281005859,0.621872603600709,"None",5248
"VSTM5","VSTM5",-0.0178624573796313,0.45,0.55,0.017181396484375,0.16646339989811,"None",5247
"SEPSECS","SEPSECS",-0.0178652981768048,0.5,0.5,0.294252395629883,0.606240350300368,"None",5246
"PAPSS1","PAPSS1",-0.0178737417073402,0.45,0.55,0.545875549316406,0.789861361906085,"None",5245
"TARS","TARS",-0.0178739757765701,0.5,0.5,0.898317337036133,0.965651528965649,"None",5244
"AP4B1","AP4B1",-0.0179245692429162,0.45,0.55,0.812355041503906,0.92705265970433,"None",5243
"TMEM62","TMEM62",-0.017931123342933,0.55,0.45,0.570596694946289,0.803352696612221,"None",5242
"PCIF1","PCIF1",-0.0179430823746453,0.3,0.7,0.452375411987305,0.728024711874432,"None",5241
"ZNF569","ZNF569",-0.0179505886968337,0.3,0.55,0.0331538831191509,0.225665187180048,"None",5240
"WNT3","WNT3",-0.0179561268201095,0.45,0.5,0.219677340783047,0.540586063967678,"None",5239
"C16orf59","C16orf59",-0.0179563179755322,0.15,0.85,0.00365447998046875,0.0837656787318042,"None",5238
"SDCCAG8","SDCCAG8",-0.017961021478298,0.5,0.5,0.728506088256836,0.88909967574733,"None",5237
"RP11-162G10.5","RP11-162G10.5",-0.0179773269141047,0.3,0.7,0.230512619018555,0.544563725937245,"None",5236
"SEC62","SEC62",-0.0179810325085361,0.4,0.6,0.985435485839844,0.998617323883499,"None",5235
"MAP10","MAP10",-0.0179822899688134,0.1,0.3,0.183430618982178,0.502368479035426,"None",5234
"RP11-98D18.9","RP11-98D18.9",-0.0179894933140932,0.3,0.7,0.153646469116211,0.459568481904812,"None",5233
"ZSCAN16","ZSCAN16",-0.0179923309957415,0.35,0.65,0.230512619018555,0.544563725937245,"None",5232
"MPZL2","MPZL2",-0.0180046118217452,0.5,0.5,0.840822219848633,0.940097152167958,"None",5231
"RIBC2","RIBC2",-0.0180170468061638,0.35,0.5,0.169812945433066,0.48581646795647,"None",5230
"C1orf74","C1orf74",-0.0180227867373739,0.35,0.6,0.0800260557920794,0.344618183292755,"None",5229
"DIRAS3","DIRAS3",-0.0180232855437292,0.6,0.4,0.621513366699219,0.830811756960405,"None",5228
"FAM35A","FAM35A",-0.018025582852378,0.4,0.6,0.142906188964844,0.443879797968402,"None",5227
"CCDC7","CCDC7",-0.0180323432497015,0.4,0.6,0.452375411987305,0.728024711874432,"None",5226
"NACAD","NACAD",-0.0180343157532893,0.35,0.55,0.222633791711176,0.544563725937245,"None",5225
"SKAP1","SKAP1",-0.0180377181073905,0.3,0.6,0.03658035079467,0.235933585284142,"None",5224
"GOLGA2P5","GOLGA2P5",-0.0180551406963212,0.45,0.55,0.409097671508789,0.698509234583128,"None",5223
"POLR3B","POLR3B",-0.0180569920512197,0.35,0.65,0.0295753479003906,0.209717525117048,"None",5222
"TPST2","TPST2",-0.0180576616130391,0.4,0.6,0.869487762451172,0.951829651947732,"None",5221
"KIF24","KIF24",-0.0180920659304603,0.35,0.65,0.00638961791992188,0.107771555582682,"None",5220
"PEX11A","PEX11A",-0.0180950424410712,0.45,0.55,0.348810195922852,0.65378751986714,"None",5219
"C11orf53","C11orf53",-0.0181017626419765,0.5,0.5,0.311794281005859,0.621872603600709,"None",5218
"TTC23","TTC23",-0.0181102637470251,0.5,0.5,0.105398178100586,0.38467179372639,"None",5217
"NPRL2","NPRL2",-0.0181154371961569,0.5,0.5,0.368276596069336,0.667507552945894,"None",5216
"POLM","POLM",-0.0181172537092148,0.4,0.6,0.230512619018555,0.544563725937245,"None",5215
"PPP6C","PPP6C",-0.0181341558167726,0.3,0.7,0.277355194091797,0.590607558770352,"None",5214
"UXS1","UXS1",-0.0181511717805471,0.45,0.55,0.956329345703125,0.988927292090168,"None",5213
"MCOLN1","MCOLN1",-0.0181550642594339,0.5,0.5,0.521673202514648,0.774996230059708,"None",5212
"VIMP","VIMP",-0.0181555827713495,0.4,0.6,0.647655487060547,0.844540739666914,"None",5211
"CDHR2","CDHR2",-0.0181569418958565,0.4,0.6,0.985435485839844,0.998617323883499,"None",5210
"LIMD1","LIMD1",-0.0181662522446773,0.5,0.5,0.595819473266602,0.81598849116861,"None",5209
"STX6","STX6",-0.0181762991855831,0.4,0.6,0.230512619018555,0.544563725937245,"None",5208
"CCDC144B","CCDC144B",-0.018194325960968,0.45,0.35,0.938113594737851,0.98736331482006,"None",5207
"SLC41A2","SLC41A2",-0.0182096450808126,0.5,0.5,0.545875549316406,0.789861361906085,"None",5206
"GATA3","GATA3",-0.0182102363803056,0.3,0.15,0.342828839723404,0.65378751986714,"None",5205
"KDM5A","KDM5A",-0.0182174437951181,0.45,0.55,0.728506088256836,0.88909967574733,"None",5204
"ZNF561","ZNF561",-0.0182182819215153,0.25,0.75,0.409097671508789,0.698509234583128,"None",5203
"ZMYM3","ZMYM3",-0.0182279116508892,0.45,0.55,0.812355041503906,0.92705265970433,"None",5202
"LIPT1","LIPT1",-0.0182295255358738,0.35,0.65,0.142906188964844,0.443879797968402,"None",5201
"GSDMD","GSDMD",-0.0182410222445025,0.55,0.45,0.498008728027344,0.758840799331665,"None",5200
"SF3B3","SF3B3",-0.0182676812053141,0.35,0.65,0.927278518676758,0.977429263181876,"None",5199
"ST7-AS1","ST7-AS1",-0.0182788906275824,0.5,0.45,0.131238845421727,0.429161299444952,"None",5198
"ZNF90","ZNF90",-0.018280047372653,0.1,0.55,0.00791545667737088,0.120570863996233,"None",5197
"TFIP11","TFIP11",-0.0182810651722744,0.45,0.55,0.784126281738281,0.915166621275012,"None",5196
"MSL2","MSL2",-0.0182818679010565,0.25,0.75,0.452375411987305,0.728024711874432,"None",5195
"AGAP3","AGAP3",-0.0182819137577602,0.4,0.6,0.202449798583984,0.517371707492404,"None",5194
"C17orf62","C17orf62",-0.0182828046036464,0.45,0.55,0.956329345703125,0.988927292090168,"None",5193
"FAM13B","FAM13B",-0.0182942433982478,0.3,0.7,0.869487762451172,0.951829651947732,"None",5192
"XYLT1","XYLT1",-0.0182969276847279,0.4,0.6,0.545875549316406,0.789861361906085,"None",5191
"ZNF776","ZNF776",-0.0182975822545985,0.2,0.8,0.123092651367188,0.413775222407274,"None",5190
"SPRR1A","SPRR1A",-0.0183039483820916,0.2,0.2,0.726286148878805,0.88909967574733,"None",5189
"MED8","MED8",-0.0183077482358589,0.4,0.6,0.956329345703125,0.988927292090168,"None",5188
"GFOD1","GFOD1",-0.0183109279685675,0.5,0.5,0.521673202514648,0.774996230059708,"None",5187
"CKAP4","CKAP4",-0.0183167810683132,0.35,0.65,0.701181411743164,0.874292500470903,"None",5186
"E2F1","E2F1",-0.018322557169185,0.35,0.65,0.0896949768066406,0.356996124666145,"None",5185
"ZNF672","ZNF672",-0.0183560141436134,0.5,0.5,0.570596694946289,0.803352696612221,"None",5184
"NOL11","NOL11",-0.0183832797795732,0.3,0.7,0.277355194091797,0.590607558770352,"None",5183
"KSR1","KSR1",-0.0183850165370011,0.4,0.6,0.784126281738281,0.915166621275012,"None",5182
"TRIM37","TRIM37",-0.0183971707593253,0.4,0.6,0.595819473266602,0.81598849116861,"None",5181
"NSMCE2","NSMCE2",-0.018400297032952,0.4,0.6,0.985435485839844,0.998617323883499,"None",5180
"DHX34","DHX34",-0.0184126037611873,0.25,0.75,0.00365447998046875,0.0837656787318042,"None",5179
"UBA2","UBA2",-0.0184128871516742,0.45,0.55,0.701181411743164,0.874292500470903,"None",5178
"TRIM65","TRIM65",-0.0184133926068767,0.3,0.7,0.216167449951172,0.532339639374704,"None",5177
"KCTD15","KCTD15",-0.0184140559969737,0.4,0.2,0.844401057736941,0.943535269734494,"None",5176
"FAM92A1","FAM92A1",-0.0184353714177477,0.15,0.6,0.628498155870629,0.83864382247679,"None",5175
"ZNF525","ZNF525",-0.018444518889985,0.3,0.7,0.153646469116211,0.459568481904812,"None",5174
"FAM115A","FAM115A",-0.0184615415948853,0.4,0.6,0.927278518676758,0.977429263181876,"None",5173
"MX2","MX2",-0.0184759986372884,0.6,0.4,0.105398178100586,0.38467179372639,"None",5172
"NIF3L1","NIF3L1",-0.0184991011340543,0.35,0.65,0.058258056640625,0.293787996048943,"None",5171
"GSAP","GSAP",-0.0185138216216899,0.5,0.5,0.230512619018555,0.544563725937245,"None",5170
"UROD","UROD",-0.0185190131183246,0.35,0.65,0.409097671508789,0.698509234583128,"None",5169
"TTC17","TTC17",-0.0185242010219175,0.45,0.55,0.756166458129883,0.902486518652746,"None",5168
"FBRS","FBRS",-0.0185324615909395,0.4,0.6,0.123092651367188,0.413775222407274,"None",5167
"CTD-2377D24.6","CTD-2377D24.6",-0.0185424456033269,0.5,0.4,0.176996409037473,0.489551330194612,"None",5166
"NAB1","NAB1",-0.0185436291630895,0.35,0.65,0.956329345703125,0.988927292090168,"None",5165
"ZMIZ2","ZMIZ2",-0.0185515464862094,0.55,0.45,1,1,"None",5164
"JAG1","JAG1",-0.0185556765815174,0.55,0.45,0.784126281738281,0.915166621275012,"None",5163
"RAB11B","RAB11B",-0.018557226579614,0.45,0.55,0.294252395629883,0.606240350300368,"None",5162
"CDK5RAP1","CDK5RAP1",-0.0185615573956553,0.45,0.55,0.164957046508789,0.473139271078972,"None",5161
"PCLO","PCLO",-0.0185992268057196,0.4,0.6,0.898317337036133,0.965651528965649,"None",5160
"RNF4","RNF4",-0.0186027779712029,0.5,0.5,0.701181411743164,0.874292500470903,"None",5159
"DARS2","DARS2",-0.0186062451785093,0.4,0.6,0.261098861694336,0.577830440082415,"None",5158
"FAHD2B","FAHD2B",-0.018608061017848,0.5,0.5,0.153646469116211,0.459568481904812,"None",5157
"DAZAP2","DAZAP2",-0.0186102421187672,0.4,0.6,0.728506088256836,0.88909967574733,"None",5156
"TSPAN15","TSPAN15",-0.0186475948545787,0.4,0.6,0.189348220825195,0.502368479035426,"None",5155
"RERG","RERG",-0.018650614681928,0.4,0.45,0.0883489873405658,0.356996124666145,"None",5154
"RBFA","RBFA",-0.018654652477361,0.4,0.6,0.869487762451172,0.951829651947732,"None",5153
"VPS39","VPS39",-0.0186593993719357,0.4,0.6,0.812355041503906,0.92705265970433,"None",5152
"JADE1","JADE1",-0.0186611777610203,0.45,0.55,0.570596694946289,0.803352696612221,"None",5151
"XPC","XPC",-0.0186769454320989,0.5,0.5,0.621513366699219,0.830811756960405,"None",5150
"SLC10A3","SLC10A3",-0.0186954344132906,0.45,0.55,0.674222946166992,0.860277427457722,"None",5149
"LL22NC03-N14H11.1","LL22NC03-N14H11.1",-0.0186977526223039,0.25,0.75,0.0362339019775391,0.23397452354078,"None",5148
"DNM1","DNM1",-0.0186995276588089,0.35,0.65,0.0758514404296875,0.333367598766574,"None",5147
"GAPVD1","GAPVD1",-0.0187238177915583,0.35,0.65,0.329982757568359,0.636927997154762,"None",5146
"ACD","ACD",-0.0187265235661644,0.3,0.7,0.0484409332275391,0.269520528484677,"None",5145
"HOXB-AS3","HOXB-AS3",-0.0187269503687022,0.35,0.65,0.0239505767822266,0.191733303924105,"None",5144
"VIPAS39","VIPAS39",-0.0187333876785295,0.35,0.65,0.784126281738281,0.915166621275012,"None",5143
"TADA2A","TADA2A",-0.0187452240663828,0.35,0.65,0.202449798583984,0.517371707492404,"None",5142
"TARS2","TARS2",-0.0187488875667544,0.5,0.5,0.985435485839844,0.998617323883499,"None",5141
"RP11-504P24.8","RP11-504P24.8",-0.0187641163498349,0.5,0.5,0.294252395629883,0.606240350300368,"None",5140
"TRIM56","TRIM56",-0.0187657001708245,0.6,0.4,0.985435485839844,0.998617323883499,"None",5139
"CAPZA1","CAPZA1",-0.0187675721137331,0.45,0.55,0.812355041503906,0.92705265970433,"None",5138
"CTDSP1","CTDSP1",-0.0187686204583821,0.45,0.55,0.985435485839844,0.998617323883499,"None",5137
"KIAA0319L","KIAA0319L",-0.0187687559202135,0.4,0.6,0.985435485839844,0.998617323883499,"None",5136
"FEM1A","FEM1A",-0.0187884591646219,0.25,0.75,0.202449798583984,0.517371707492404,"None",5135
"LDLRAD4","LDLRAD4",-0.0187920386387739,0.4,0.6,0.164957046508789,0.473139271078972,"None",5134
"L3MBTL2","L3MBTL2",-0.0188155773828144,0.35,0.65,0.0440540313720703,0.25750675966351,"None",5133
"SCFD2","SCFD2",-0.0188222742951178,0.4,0.6,0.189348220825195,0.502368479035426,"None",5132
"RP11-25K19.1","RP11-25K19.1",-0.0188228095148511,0.15,0.25,0.183430618982178,0.502368479035426,"None",5131
"FHDC1","FHDC1",-0.0188286587561197,0.55,0.45,0.869487762451172,0.951829651947732,"None",5130
"GABPB2","GABPB2",-0.0188489303055219,0.45,0.55,0.348810195922852,0.65378751986714,"None",5129
"CNST","CNST",-0.018864217196479,0.45,0.55,0.153646469116211,0.459568481904812,"None",5128
"MTRF1L","MTRF1L",-0.0188848857711602,0.45,0.55,0.621513366699219,0.830811756960405,"None",5127
"SPRED1","SPRED1",-0.0188880573356336,0.4,0.6,0.277355194091797,0.590607558770352,"None",5126
"OXSM","OXSM",-0.0188949850661226,0.3,0.7,0.058258056640625,0.293787996048943,"None",5125
"DYRK4","DYRK4",-0.0188964280197262,0.35,0.65,0.647655487060547,0.844540739666914,"None",5124
"RAD17P2","RAD17P2",-0.0189058360158111,0.55,0.45,0.784126281738281,0.915166621275012,"None",5123
"TADA2B","TADA2B",-0.0189090782724505,0.35,0.65,0.0440540313720703,0.25750675966351,"None",5122
"FGD5","FGD5",-0.0189201332400464,0.1,0.5,1,1,"None",5121
"SOX13","SOX13",-0.0189207289841996,0.4,0.6,0.176853179931641,0.489458057730314,"None",5120
"RP3-486I3.4","RP3-486I3.4",-0.0189223823544142,0.4,0.6,0.985435485839844,0.998617323883499,"None",5119
"TCTEX1D2","TCTEX1D2",-0.018929587207786,0.45,0.55,0.474905014038086,0.743838492376673,"None",5118
"ANKMY1","ANKMY1",-0.0189321185648544,0.35,0.65,0.113986968994141,0.39928194024097,"None",5117
"NFKBIL1","NFKBIL1",-0.0189326500697422,0.35,0.65,0.927278518676758,0.977429263181876,"None",5116
"AXDND1","AXDND1",-0.0189423480793819,0.35,0.6,0.98393864625773,0.998617323883499,"None",5115
"IQCG","IQCG",-0.0189703317415675,0.35,0.65,0.202449798583984,0.517371707492404,"None",5114
"TRAPPC1","TRAPPC1",-0.0189996086456653,0.4,0.6,0.498008728027344,0.758840799331665,"None",5113
"NAPG","NAPG",-0.0190112889123574,0.4,0.6,0.521673202514648,0.774996230059708,"None",5112
"ZNF346","ZNF346",-0.019017307917187,0.35,0.65,0.0973072052001953,0.370258886075317,"None",5111
"FAM216A","FAM216A",-0.0190184487974808,0.4,0.6,0.069580078125,0.320508164746865,"None",5110
"RBBP9","RBBP9",-0.0190368346685745,0.35,0.65,0.0758514404296875,0.333367598766574,"None",5109
"DRG1","DRG1",-0.0190373333205053,0.45,0.55,0.368276596069336,0.667507552945894,"None",5108
"ZNF275","ZNF275",-0.0190381575058136,0.45,0.55,0.132726669311523,0.429161299444952,"None",5107
"GOLGA2P7","GOLGA2P7",-0.0190632503991317,0.25,0.75,0.123092651367188,0.413775222407274,"None",5106
"PSMD10","PSMD10",-0.0190740438301144,0.35,0.55,0.00607561354449806,0.107771555582682,"None",5105
"DNM1L","DNM1L",-0.0190790597739837,0.4,0.6,0.869487762451172,0.951829651947732,"None",5104
