"","Gene","Mode0_Mean","Mode1_Mean","Mode2_Mean","Mode3_Mean","Mode0_Percent","Mode1_Percent","Mode2_Percent","Mode3_Percent"
"SGK1","SGK1",0.150719359695695,0.0896711873878104,0.470603539829329,-0.491523970033425,0.85,0.647058823529412,0.857142857142857,1
"ATP1B1","ATP1B1",-0.00183014889927919,-0.0734000640870587,-0.133229046938108,0.103038765686734,0.5,0.647058823529412,0.5,0.8
"HERPUD1","HERPUD1",0.327882008474018,-0.0744868920076038,-0.261158416310933,-0.339009971273146,0.9,0.705882352941177,0.571428571428571,1
"H2AFZ","H2AFZ",-0.424207140971349,0.752298684275191,0.297292582507696,0.230576882486133,0.7,1,0.785714285714286,0.6
"GDF15","GDF15",0.742486216477437,0.504360681179825,-0.0451362776345356,0.0643125517618492,0.9,0.647058823529412,0.428571428571429,0.4
"CD9","CD9",0.116683162675845,-0.0950442783480365,-0.0879516699382377,0.533966777923804,0.6,0.588235294117647,0.642857142857143,1
"SC22CB-1E7.1","SC22CB-1E7.1",0.0157187352399817,0.0890507799221329,-0.0140028745855691,0.189864654042551,0.65,0.470588235294118,0.571428571428571,1
"PTP4A1","PTP4A1",0.0553009984768144,-0.0577642329442561,-0.0216534318642641,-0.124956349944549,0.55,0.647058823529412,0.5,1
"GDI2","GDI2",-0.0750699342780375,0.157894411129215,-0.283676852771601,0.0880025048580043,0.55,0.647058823529412,1,0.8
"PSMB5","PSMB5",-0.0656610023239688,0.268009339748532,-0.183609164658204,0.259697476415381,0.55,0.882352941176471,0.714285714285714,1
"KRTCAP3","KRTCAP3",-0.135823324577302,0.0819366982719059,-0.1875040170443,0.179335722053572,0.7,0.588235294117647,0.642857142857143,0.8
"COX7A2","COX7A2",0.0440747456122773,0.215098433003309,-0.434336624462856,0.699524124258362,0.45,0.823529411764706,0.928571428571429,1
"EIF3G","EIF3G",-0.00895610863371968,0.127868014467135,-0.00125624143432974,-0.18220151586909,0.55,0.764705882352941,0.5,0.8
"HLA-DPB1","HLA-DPB1",-0.00812431443199747,0.0607863314687453,0.014550575616647,-0.04068175207996,0.3,0.529411764705882,0.785714285714286,0.4
"TMEM14A","TMEM14A",-0.13568116599614,0.315460787797183,-0.113048820086646,0.433218855010327,0.7,0.823529411764706,0.785714285714286,1
"TOMM7","TOMM7",0.145341980508413,0.144180606319094,-0.390470707336803,0.0137853041435118,0.7,0.823529411764706,0.928571428571429,0.6
"CYB5A","CYB5A",0.011544855971762,0.322168442019164,-0.0563451063170409,0.171412845288456,0.45,0.882352941176471,0.571428571428571,0.6
"GATM","GATM",0.0244562629444151,0.235083746562167,-0.0395928876041255,0.0319547041607752,0.5,0.882352941176471,0.5,0.6
"KDELR1","KDELR1",0.131419414410277,0.109439271607801,-0.183961635767917,-0.22764145432675,0.6,0.764705882352941,0.857142857142857,1
"EIF3D","EIF3D",0.000839378282892369,0.121133446489091,-0.0505067654187044,0.0541674097133914,0.5,0.647058823529412,0.571428571428571,0.6
"FAU","FAU",0.0381345206741311,0.0657537524595758,-0.315502186963202,-0.00909959292155218,0.6,0.705882352941177,1,0.6
"DNPH1","DNPH1",-0.072174353580559,0.329393013944852,-0.445272330485749,0.109394180130329,0.65,0.823529411764706,0.785714285714286,0.8
"LRPAP1","LRPAP1",-0.0904806646127651,-0.0714240763454812,0.186543230492891,-0.10742663102223,0.7,0.529411764705882,0.571428571428571,0.6
"TIMP1","TIMP1",0.180565265867332,-0.308272501482916,0.143808703968606,0.613216999648516,0.75,0.764705882352941,0.642857142857143,1
"SH3BGRL","SH3BGRL",-0.00857677437138544,0.147673620053153,0.0539778941531235,0.0495988616197507,0.5,0.764705882352941,0.357142857142857,0.6
"DCXR","DCXR",-0.10871541659791,0.247288380523779,-0.203312607244443,0.302168964181639,0.7,0.882352941176471,0.928571428571429,1
"FLYWCH2","FLYWCH2",0.0186600316167256,0.084898266214991,0.0340096306142171,-0.00563080943967352,0.6,0.705882352941177,0.571428571428571,0.4
"ATP6V1G1","ATP6V1G1",0.140710395713028,-0.0280703118743503,0.111281781290663,-0.124410593460769,0.8,0.529411764705882,0.428571428571429,0.8
"TMED10","TMED10",-0.077724287548377,-0.0201536175657751,0.0418978133832743,0.193215687730534,0.65,0.411764705882353,0.357142857142857,1
"ATP1A1","ATP1A1",-0.0173672704546827,-0.0573513728376562,0.240350311681858,-0.399542355828619,0.5,0.470588235294118,0.857142857142857,0.8
"ATRAID","ATRAID",-0.0361744343789982,0.0901402997545918,-0.231574113406398,0.0608622293506376,0.6,0.647058823529412,0.928571428571429,0.4
"PPA1","PPA1",-0.059297998285602,0.241676623935605,-0.359923980922687,0.291079502148119,0.55,0.764705882352941,0.857142857142857,0.8
"MALAT1","MALAT1",0.17919011404723,-0.264771511623191,-0.381823364079156,-0.192383277465519,0.6,0.823529411764706,0.714285714285714,0.6
"MT1F","MT1F",0.0711215124923181,0.0522689780885381,-0.145344755871878,-0.0077583509373522,0.8,0.529411764705882,0.714285714285714,0.6
"EIF3F","EIF3F",-0.0501151976009978,0.197307500855257,-0.228480635822091,0.00401327791624584,0.55,0.882352941176471,0.928571428571429,0.6
"CERS6","CERS6",0.053992506821279,0.154142263018105,0.111615224057499,-0.213413431361619,0.65,0.764705882352941,0.785714285714286,1
"PHGR1","PHGR1",0.0878121693255711,-0.478173428629873,-0.642332676931948,0.301849254265946,0.45,0.941176470588235,0.714285714285714,0.6
"OSTC","OSTC",0.0164124643953901,0.197595965143391,-0.0747311795221434,0.0323709290200982,0.5,0.882352941176471,0.571428571428571,0.6
"TMEM230","TMEM230",0.000725306049233838,0.150987065930712,-0.0449828475216671,0.208672975342249,0.5,0.647058823529412,0.785714285714286,1
"UXT","UXT",-0.0443804885731726,0.138045745701159,-0.202640653622597,-0.0624948345319519,0.65,0.764705882352941,1,0.6
"SLC4A4","SLC4A4",-0.038191397748143,0.179826167947697,-0.0401708514363433,-0.158678089081243,0.55,0.882352941176471,0.642857142857143,1
"IFT20","IFT20",0.0829024243791658,0.102878501556185,-0.0970842299810546,0.0432538920443126,0.75,0.823529411764706,0.714285714285714,0.6
"NDUFB9","NDUFB9",-0.0875588693719095,0.191613501460407,-0.0273734227907203,0.275009083009631,0.75,0.823529411764706,0.428571428571429,0.8
"ARL4A","ARL4A",0.148457212257054,0.00279529582699842,-0.189814810332119,-0.11917352864291,0.65,0.705882352941177,0.642857142857143,0.6
"AIG1","AIG1",-0.0119681956650092,0.100485566573962,-0.037742567911644,0.0852220347041003,0.5,0.705882352941177,0.642857142857143,0.4
"MGST2","MGST2",-0.0596710551558546,0.193262600934357,0.0223647322740774,0.083441811141862,0.5,0.705882352941177,0.5,0.4
"EIF3M","EIF3M",-0.0561824490462488,0.115400932688839,-0.0354708987009101,0.141539938221114,0.6,0.764705882352941,0.571428571428571,0.6
"ALKBH7","ALKBH7",0.147154813243439,0.12460567133796,-0.200860095791003,-0.103119597930835,0.65,0.647058823529412,1,0.8
"PHPT1","PHPT1",0.114628776507749,0.288960903027073,-0.36578722076414,0.235634204391399,0.6,0.941176470588235,0.785714285714286,0.8
"PYCR1","PYCR1",-0.0661569233021524,0.253693342159313,0.0600437809798432,0.0340474935157222,0.65,0.941176470588235,0.714285714285714,0.8
"ANAPC16","ANAPC16",-0.0222161634353501,0.177703339679994,-0.309032651678018,0.110788332281117,0.45,0.823529411764706,0.928571428571429,0.4
"GADD45B","GADD45B",0.266906972865103,-0.0406761294923154,0.0296173129587262,-0.409877363935008,0.65,0.411764705882353,0.714285714285714,0.6
"DDOST","DDOST",-0.0412676713432654,0.0291161354515126,0.132866740161214,0.00476394614863966,0.55,0.764705882352941,0.357142857142857,0.4
"PFDN5","PFDN5",0.0337178032477768,0.00513676958451373,-0.169460535603882,-0.056911255466166,0.65,0.588235294117647,0.857142857142857,0.6
"CISD1","CISD1",-0.0768953308003011,0.246468787407448,-0.0456892484256564,0.184060261942378,0.7,0.882352941176471,0.5,0.8
"ASAH1","ASAH1",-0.0300380368305973,-0.0178595577493431,0.235439004008145,0.301963632229008,0.55,0.647058823529412,0.785714285714286,1
"FCGRT","FCGRT",0.123992375836282,0.0842247967269463,-0.163784645823417,-0.181979796953948,0.75,0.588235294117647,0.714285714285714,0.8
"NDUFB11","NDUFB11",0.0185437930348633,0.254045994246716,-0.0862122734698326,0.13315011203964,0.6,0.882352941176471,0.714285714285714,0.8
"TMEM176A","TMEM176A",0.128044575303671,-0.0477849046835521,-0.0268695177303305,-0.032189558109913,0.8,0.529411764705882,0.357142857142857,0.8
"KDELR2","KDELR2",-0.0933195411757568,0.0973066545675456,0.037724561694456,0.0137498248152745,0.7,0.705882352941177,0.642857142857143,0.6
"IDH1","IDH1",-0.0716227995743625,0.169449458107162,0.0906804082552774,0.236297584546065,0.55,0.647058823529412,0.571428571428571,1
"ETFB","ETFB",0.000842273095759646,0.286253091819251,-0.243230798184584,0.122535374840022,0.45,0.823529411764706,0.857142857142857,0.8
"PDCD4","PDCD4",0.0388742386723683,0.0918025780045171,-0.148132031266692,-0.0522102856942942,0.8,0.705882352941177,0.785714285714286,0.8
"TMEM205","TMEM205",-0.0414147954214616,0.0262576281234583,-0.0468358467571026,0.0740792921241404,0.6,0.647058823529412,0.642857142857143,0.6
"ARHGAP18","ARHGAP18",0.063058937124874,-0.0163755155705295,-0.0314058680240769,0.0798345072387176,0.65,0.529411764705882,0.571428571428571,0.6
"CYBA","CYBA",-0.0084126297864557,-0.0625423233499759,0.269763095314471,0.323595949548021,0.55,0.470588235294118,0.857142857142857,1
"RP11-469H8.6","RP11-469H8.6",0.0176011757828423,0.0737826149293129,-0.00091793837851814,-0.0856362009611668,0.35,0.705882352941177,0.428571428571429,0.4
"PEBP1","PEBP1",-0.178084130169418,0.392502966598275,0.0150453742659532,-0.086627450989567,0.7,1,0.428571428571429,0.8
"TSPAN6","TSPAN6",0.000496233249605538,0.0200444797309372,0.182104444506163,-0.137156428356585,0.4,0.705882352941177,0.785714285714286,0.8
"SCPEP1","SCPEP1",-0.0466155242547176,0.039873216184868,0.068424915593876,-0.0241779663649675,0.65,0.764705882352941,0.642857142857143,0.4
"NDUFS7","NDUFS7",-0.0445464311928947,0.26459200563692,0.00477408473357996,0.0658008353250754,0.65,0.882352941176471,0.428571428571429,0.6
"ADCK3","ADCK3",-0.0867914993692075,0.112010579316272,0.0612650583887797,-0.156512953804195,0.75,0.705882352941177,0.857142857142857,0.8
"ARL6IP4","ARL6IP4",-0.046909882873157,0.16602101957681,-0.0690273451369305,-0.132127063697758,0.6,0.764705882352941,0.714285714285714,1
"NME3","NME3",0.0185368398115169,0.0416783177490366,0.155989671550088,-0.256188815372436,0.5,0.647058823529412,0.5,0.6
"LINC00998","LINC00998",-0.0313701807771313,0.216646923564206,-0.0737286078576557,0.153229893884494,0.75,0.882352941176471,0.642857142857143,0.8
"ATP5G2","ATP5G2",0.147513501662222,0.131716537878863,-0.36398451586788,-0.166217027533441,0.65,0.588235294117647,1,0.6
"COX8A","COX8A",-0.0807766287544723,0.23000477258025,-0.0859748969870306,0.337532125069573,0.65,0.941176470588235,0.714285714285714,0.8
"MTHFS","MTHFS",-0.253877433409793,0.284149481952026,-0.146048843154168,0.327922328813188,0.8,0.764705882352941,0.785714285714286,0.8
"TCEA3","TCEA3",0.066814330177986,0.225796889573663,-0.184637384840843,-0.254595284787103,0.65,0.882352941176471,0.714285714285714,1
"DNAJB9","DNAJB9",0.143681927032576,-0.14487650845717,-0.303546760753577,0.100642961958098,0.85,0.705882352941177,0.857142857142857,0.6
"IGFBP6","IGFBP6",-0.0451473701297146,-0.40115841643806,0.0228470357384048,0.812433435959128,0.6,0.764705882352941,0.714285714285714,1
"PPA2","PPA2",-0.126778671956964,0.187959502678756,-0.0238807582247235,0.0746007803800663,0.65,0.941176470588235,0.714285714285714,0.8
"GSTM3","GSTM3",-0.0648132120944691,0.14260460398985,0.0205544137924279,0.161923181382184,0.6,0.647058823529412,0.571428571428571,0.6
"HSD17B11","HSD17B11",-0.0578050490125628,0.00645843765540995,0.0796559005772083,-0.064015426491806,0.45,0.470588235294118,0.571428571428571,0.6
"TFF3","TFF3",0.317502983555717,-0.36325111310011,-0.227223531295789,-1.02934396295995,0.65,0.588235294117647,0.642857142857143,1
"SYNE2","SYNE2",-0.075009887076784,0.211024488440623,0.0870044471310017,-0.0714638965063898,0.5,0.647058823529412,0.5,0.6
"HNRNPA0","HNRNPA0",-0.0170097327741304,0.183719829619622,-0.0529082852012327,-0.201726879613873,0.65,0.941176470588235,0.428571428571429,0.8
"HNRNPA1","HNRNPA1",-0.194450837753018,0.342916909452142,0.0320322300956399,-0.187407697222602,0.7,0.823529411764706,0.642857142857143,1
"SFPQ","SFPQ",-0.0140998985973314,0.377957095101552,0.0369175223393673,-0.147199028879375,0.45,0.882352941176471,0.571428571428571,0.6
"NDUFV1","NDUFV1",-0.0957869554136801,0.268533265615797,-0.0254497389965511,0.00584796549118881,0.65,0.882352941176471,0.5,0.6
"CIRBP","CIRBP",-0.167515631459138,0.00222214025263527,-0.39037130655616,-0.445177927386789,0.75,0.411764705882353,1,1
"EID1","EID1",-0.0726765216756713,0.228540898340551,-0.142234961950891,-0.114016339067045,0.75,0.882352941176471,0.785714285714286,1
"PLK2","PLK2",0.245502214097329,0.178225693009799,0.286572308621018,0.05227104648123,0.8,0.764705882352941,0.857142857142857,0.6
"HSPD1","HSPD1",-0.1856169235859,0.48416966515609,0.284469427412654,0.448390888532344,0.65,0.941176470588235,0.928571428571429,0.8
"NDUFA13","NDUFA13",-0.00481502809146476,0.0605547003631789,-0.0146897901696903,0.236484823445507,0.65,0.588235294117647,0.571428571428571,1
"NFIB","NFIB",-0.0421819091021356,0.106706398932524,-0.0119565069631727,-0.210147057115256,0.5,0.823529411764706,0.571428571428571,1
"CYCS","CYCS",-0.159079597787706,0.4192652983901,-0.0176796994599187,0.454894962640608,0.7,1,0.571428571428571,0.8
"DNAJC4","DNAJC4",0.0442392462020977,-0.0161239572595637,-0.0315389741059518,-0.213285155587989,0.6,0.647058823529412,0.714285714285714,0.8
"TMEM258","TMEM258",0.098238884341564,0.223297478769224,-0.165308626645858,0.353321310325296,0.8,0.882352941176471,0.714285714285714,1
"EDN1","EDN1",0.208528892626939,-0.0851202015619924,-0.37715870480151,-0.00329636267503038,0.8,0.588235294117647,0.714285714285714,0.6
"LAMP2","LAMP2",-0.00601910908060235,-0.124541316355698,0.278998582533106,0.0524724997130497,0.45,0.647058823529412,0.785714285714286,0.6
"GSTT1","GSTT1",-0.013599320174874,0.0406564802081061,0,-0.0685007475448463,0.4,0.352941176470588,0,0.4
"LTA4H","LTA4H",0.0714538203825531,0.0823739830047139,-0.0867857727666622,-0.0304821084495121,0.7,0.647058823529412,0.857142857142857,0.6
"EEF1A1P5","EEF1A1P5",0.0452654238611876,-0.0615873872122715,0.0459164223705334,-0.210284804034306,0.5,0.647058823529412,0.714285714285714,0.8
"ZNF331","ZNF331",-0.0195562030850845,0.0825961498828211,-0.127030475949503,-0.2988264756704,0.4,0.411764705882353,0.785714285714286,0.8
"PCMT1","PCMT1",-0.137372575446367,0.178296852240246,-0.10980481701745,0.403607944750606,0.75,0.882352941176471,0.714285714285714,0.8
"NDUFA1","NDUFA1",-0.00356463186731093,0.162358926682613,-0.204664012471187,0.403007435808609,0.55,0.705882352941177,0.928571428571429,1
"SLC25A4","SLC25A4",0.00296449342298681,0.0515337452868402,-0.0518373729449718,-0.0682201516436673,0.6,0.588235294117647,0.857142857142857,1
"EIF4A3","EIF4A3",0.00593649750798824,0.136873547187968,-0.0270026685377051,-0.0297299082102575,0.5,0.764705882352941,0.5,0.4
"CCT3","CCT3",-0.113570632859122,0.26698263427569,0.0939499829385922,0.233845400953553,0.75,0.941176470588235,0.714285714285714,0.8
"TMEM261","TMEM261",-0.0752672194924032,0.233403190973322,-0.0926184790734411,-0.0189041974356215,0.8,0.941176470588235,0.857142857142857,0.6
"HADHA","HADHA",-0.0991488451039171,0.138205355647332,-0.142345577134014,0.0166718750430272,0.7,0.823529411764706,0.785714285714286,0.6
"G3BP2","G3BP2",0.00386260155276526,0.0107825372096293,-0.06291585443225,-0.242459101902708,0.5,0.352941176470588,0.571428571428571,1
"COX5B","COX5B",0.0410018319815896,0.324123015312434,-0.0957167118619744,0.415043829483557,0.55,0.823529411764706,0.571428571428571,1
"PRSS23","PRSS23",0.115935719053468,-0.106569399567931,0.26218067706801,0.0999039873104298,0.7,0.647058823529412,0.642857142857143,0.6
"RARRES2","RARRES2",0.0534080091357908,0.0975717002999905,0.0123683539842053,0.0374305392082071,0.45,0.588235294117647,0.5,0.6
"NUCB2","NUCB2",-0.164701468161146,0.149965141478425,0.0308277710699577,-0.000801047271519571,0.8,0.647058823529412,0.642857142857143,0.8
"C11orf1","C11orf1",-0.022510841576228,0.0387573687244512,-0.119777011708493,-0.131457553316651,0.5,0.647058823529412,0.785714285714286,0.8
"LRRC59","LRRC59",-0.0315865392968213,0.358477105398343,-0.0711951488286323,0.185652697176567,0.5,1,0.571428571428571,0.8
"TNFSF10","TNFSF10",-0.0381146729803186,-0.295717673441822,-0.0696858635435677,-0.0537855862334327,0.45,0.705882352941177,0.5,0.8
"FAM229B","FAM229B",0.0346178520524522,0.0507655894568372,0.00131131025808727,-0.153036515916651,0.4,0.764705882352941,0.5,0.8
"MDH1","MDH1",-0.134244216058968,0.234738207422672,-0.115856144340958,0.399820564572429,0.75,0.823529411764706,0.714285714285714,1
"SCOC","SCOC",-0.0395790910897547,0.125949460365274,-0.0641677202626908,-0.0247920966300467,0.45,0.764705882352941,0.642857142857143,0.4
"TRIM54","TRIM54",0.000575399130631608,0.196742960869226,0.0302575027279265,0.0203842174576556,0.3,0.705882352941177,0.642857142857143,0.8
"SELT","SELT",0.0103000822847647,0.0738055057268361,0.0869680426475933,0.319608115542165,0.5,0.529411764705882,0.785714285714286,1
"NRN1","NRN1",0.0111201518892565,-0.071369528009535,-0.000439769564637479,-0.379377335803725,0.1,0.176470588235294,0.142857142857143,1
"S100A10","S100A10",0.000279262537247923,-0.0921760112574634,-0.575647589814444,0.714287862424143,0.6,0.647058823529412,0.857142857142857,1
"GBAS","GBAS",-0.0422653788062141,0.0810745515603564,-0.0630538291363414,0.0413835357117996,0.7,0.647058823529412,0.785714285714286,0.6
"TXN2","TXN2",0.00359026207714024,0.128958581277439,0.0415482825622859,-0.0308706061786668,0.5,0.823529411764706,0.571428571428571,0.6
"ILF2","ILF2",-0.12220977802661,0.27777595274173,-0.181795106444016,0.192098082588066,0.55,0.941176470588235,0.785714285714286,0.6
"SEC62","SEC62",-0.0179810325085361,-0.0849784874910758,0.0591241797992301,0.0418544948303132,0.6,0.588235294117647,0.714285714285714,0.4
"COX7B","COX7B",-0.064720795763218,0.27724509157536,-0.0311516570258583,0.679862871383396,0.55,0.882352941176471,0.5,1
"TNFRSF12A","TNFRSF12A",0.16367558904501,-0.24888928562326,-0.413937263936722,0.0896203373252363,0.55,0.764705882352941,0.642857142857143,0.8
"GPX1","GPX1",-0.0010276519022207,0.205886056674473,0.148095997015781,-0.0945721589871001,0.5,0.705882352941177,0.571428571428571,0.6
"SEP15","SEP15",-0.149802093869809,-0.00894939959107531,0.0462157682545484,0.225654212165225,0.8,0.529411764705882,0.428571428571429,1
"FOXA3","FOXA3",0.0586443666291919,0.0991271777546275,0.0270610151722583,-0.237477485401593,0.55,0.588235294117647,0.785714285714286,1
"AHCY","AHCY",-0.132229373641128,0.290846510231713,0.118622751677764,0.234422373816942,0.75,0.823529411764706,0.785714285714286,0.8
"UBE2D3","UBE2D3",0.0501359456832657,-0.10801021865087,-0.0302739859539791,-0.268801982902524,0.65,0.705882352941177,0.428571428571429,1
"ATP5F1","ATP5F1",-0.113674589430138,0.241280792912634,-0.106059901031614,0.248228343695705,0.6,0.823529411764706,0.857142857142857,1
"FXYD3","FXYD3",0.228449581738842,-0.089672254962293,-0.922009228580376,0.0949613938658026,0.8,0.411764705882353,0.785714285714286,0.8
"MSLN","MSLN",0.080557656073181,-0.276887411196574,0.308608253383437,-0.150376732854615,0.65,0.823529411764706,0.857142857142857,0.6
"GHITM","GHITM",-0.0190837210285183,0.0983914810007336,-0.0963903660804347,0.341092897919319,0.65,0.529411764705882,0.714285714285714,1
"SLC39A7","SLC39A7",-0.0695135471206169,-0.000219658429348309,0.289130888225117,-0.0435594195310009,0.75,0.470588235294118,0.857142857142857,0.6
